0 -10.0
1 -8.033448144348236
2 7.201274670248597
3 -0.5569137301902336
4 13.661800751379433
5 5.975116371623069
6 14.432823673435388
7 9.578275424378754
8 14.033710267798027
9 11.474866666044141
10 13.755724780433269
11 12.569991746533505
12 13.747848584042918
13 13.287288782157715
14 13.925564441902733
15 13.818771744904488
16 14.2004120525143
17 14.254367092053423
18 14.515735062926723
19 14.636403446834574
20 14.840368365929349
21 14.98411236751146
22 15.15831888350678
23 15.305634420956087
24 15.461638575369092
25 15.604050859166911
26 15.74642881364053
27 15.880338893392084
28 16.010815048971175
29 16.134748878022588
30 16.25397930391257
31 16.36740593190532
32 16.47571307439582
33 16.57855251804934
34 16.67621389483273
35 16.768637723868736
36 16.855995472204985
37 16.93835006543049
38 17.015854459042828
39 17.08863718421654
40 17.156869956070015
41 17.22073030811052
42 17.280425065196155
43 17.336179086831592
44 17.38824411243686
45 17.436896228401565
46 17.482439870050335
47 17.525208067756175
48 17.565564710814805
49 17.603905471829457
50 17.640659216628
51 17.67628879435119
52 17.711291764279174
53 17.74620068475043
54 17.781583121797645
55 17.81804124381442
56 17.856211040706484
57 17.896761117918864
58 17.940391073396803
59 17.98782944121661
60 18.039831206622377
61 18.097174892270885
62 18.160659224342783
63 18.23109938768957
64 18.309322883717506
65 18.3961650064815
66 18.49246395535318
67 18.599055604634373
68 18.716767952872008
69 18.846415276858323
70 18.988792017819712
71 19.144666430004733
72 19.31477402495405
73 19.49981084817135
74 19.70042662877744
75 19.91721784701589
76 20.15072076918131
77 20.40140450461904
78 20.669664144836165
79 20.955814050378574
80 21.26008135685687
81 21.582599777206017
82 21.92340378278197
83 22.282423251047714
84 22.659478672176963
85 23.054277010677044
86 23.46640832085633
87 23.89534321636872
88 24.340431293876332
89 24.80090060879025
90 25.27585829678024
91 25.76429242799963
92 26.26507517147622
93 26.77696733463588
94 27.298624327264022
95 27.828603580255855
96 28.365373427242286
97 28.907323431707503
98 29.452776113789852
99 30.0
